user_id,run_id,weather,map_name,error_type,speed_kmh,steer_angle_deg,timestamp,x,y,z,details
participant_01,7.0,day,Town10HD_Opt,Red light violation,14.295,-18.304,2026-03-05 10:30:38.352822,45.06968307495117,57.49991607666016,0.0019024276407435,Red light violation
participant_01,7.0,day,Town10HD_Opt,Stop sign violation,8.606,-0.674,2026-03-05 10:30:55.509632,74.147705078125,25.35002899169922,0.0021814336068928,stop_sign_id=900
participant_01,7.0,day,Town10HD_Opt,Stop sign violation,21.575,-8.213,2026-03-05 10:31:20.650679,101.86153411865234,17.14677619934082,0.0022545233368873,stop_sign_id=946
participant_01,7.0,day,Town10HD_Opt,Harsh braking,24.804,-7.824,2026-03-05 10:31:35.776377,98.0140151977539,-54.408329010009766,0.0021700281649827,decel_mps2=4.9
participant_01,7.0,day,Town10HD_Opt,Solid line crossing,42.463,-3.978,2026-03-05 10:31:42.165828,65.8530502319336,-67.56169128417969,0.0019638827070593,Solid line crossing
participant_01,7.0,day,Town10HD_Opt,Solid line crossing,27.563,0.51,2026-03-05 10:31:49.550177,24.58888053894043,-67.32304382324219,0.0020102693233639,Solid line crossing
participant_01,7.0,day,Town10HD_Opt,Vehicle-pedestrian collision,3.228,-0.526,2026-03-05 10:32:00.605473,-3.6393051147460938,-67.45193481445312,0.0017590719508007,Vehicle-pedestrian collision
participant_01,7.0,day,Town10HD_Opt,Stop sign violation,50.349,-6.563,2026-03-05 10:32:14.740760,-107.43569946289062,-38.628395080566406,0.0019295887323096,stop_sign_id=900
participant_01,7.0,day,Town10HD_Opt,Stop sign violation,1.081,-7.736,2026-03-05 10:32:25.155812,-111.05719757080078,-12.265027046203612,0.0018697739578783,stop_sign_id=1050
participant_01,7.0,day,Town10HD_Opt,Vehicle collision,11.721,-4.487,2026-03-05 10:32:48.940504,-93.1821746826172,30.4665756225586,0.0019328307826071,Vehicle collision
participant_01,7.0,day,Town10HD_Opt,Stop sign violation,19.593,-0.712,2026-03-05 10:33:00.408227,-66.3187484741211,27.74918365478516,0.0016860978212207,stop_sign_id=946
participant_01,7.0,day,Town10HD_Opt,Solid line crossing,24.664,10.713,2026-03-05 10:33:15.002260,31.90493392944336,29.4897518157959,0.0020431517623364,Solid line crossing
participant_01,7.0,day,Town10HD_Opt,Harsh braking,34.205,-10.134,2026-03-05 10:33:26.311402,40.87753677368164,57.331809997558594,0.0015132541302591,decel_mps2=5.7
